n_clusters, average_precision, kappa_score, weighted_precision, weighted_recall, weighted_f1_score, matthews_correlation_coefficient
15.0,32.135982718477614,0.2729220363156689,0.2794621808055016,0.3213598271847762,0.2777223779701539,0.2798949488197577
10.0,27.761387228820467,0.2257797184163553,0.19590086241069424,0.2776138722882047,0.2124596338058189,0.2347403201480389
20.0,36.12561044288104,0.3155695065571931,0.3411303749650993,0.3612561044288104,0.33204401377140164,0.320532668687294
24.0,37.20570559211908,0.3271513476623216,0.3726600897374412,0.3720570559211909,0.3530191154485445,0.3313457328288787
20.0,36.13527666406099,0.31583225664182135,0.35513283383578764,0.3613527666406099,0.33591306850313907,0.3211488039001041
